city,year,month,station,temperature,season
新北市,2009,4,土城,21.44,spring
臺北市,2009,4,士林,21.3,spring
臺中市,2009,4,大里,23.42,spring
桃園市,2009,4,大園,20.33,spring
高雄市,2009,4,大寮,24.79,spring
高雄市,2009,4,小港,25.82,spring
臺北市,2009,4,中山,21.04,spring
桃園市,2009,4,中壢,20.57,spring
高雄市,2009,4,仁武,25.01,spring
雲林縣,2009,4,斗六,23.26,spring
宜蘭縣,2009,4,冬山,20.91,spring
臺北市,2009,4,古亭,21.77,spring
高雄市,2009,4,左營,24.57,spring
桃園市,2009,4,平鎮,20.91,spring
新北市,2009,4,永和,21.65,spring
臺南市,2009,4,安南,23.97,spring
嘉義縣,2009,4,朴子,22.96,spring
新北市,2009,4,汐止,21.14,spring
南投縣,2009,4,竹山,22.32,spring
新竹縣,2009,4,竹東,21.09,spring
臺中市,2009,4,西屯,22.25,spring
臺中市,2009,4,沙鹿,22.53,spring
宜蘭縣,2009,4,宜蘭,21.65,spring
臺中市,2009,4,忠明,22.23,spring
新北市,2009,4,林口,19.32,spring
高雄市,2009,4,林園,25.18,spring
新北市,2009,4,板橋,21.65,spring
臺北市,2009,4,松山,21.42,spring
花蓮縣,2009,4,花蓮,21.95,spring
高雄市,2009,4,前金,25.13,spring
高雄市,2009,4,前鎮,25.43,spring
南投縣,2009,4,南投,22.74,spring
屏東縣,2009,4,屏東,25.16,spring
屏東縣,2009,4,恆春,25.79,spring
高雄市,2009,4,美濃,25.38,spring
苗栗縣,2009,4,苗栗,21.66,spring
南投縣,2009,4,埔里,22.03,spring
桃園市,2009,4,桃園,21.04,spring
基隆市,2009,4,基隆,20.94,spring
雲林縣,2009,4,崙背,22.02,spring
高雄市,2009,4,復興,25.87,spring
新竹縣,2009,4,湖口,21.46,spring
臺南市,2009,4,善化,22.97,spring
新北市,2009,4,菜寮,21.86,spring
臺北市,2009,4,陽明,15.07,spring
新竹市,2009,4,新竹,22.02,spring
新北市,2009,4,新店,21.15,spring
新北市,2009,4,新莊,21.01,spring
嘉義縣,2009,4,新港,22.33,spring
臺南市,2009,4,新營,23.82,spring
高雄市,2009,4,楠梓,24.66,spring
新北市,2009,4,萬里,20.41,spring
臺北市,2009,4,萬華,21.39,spring
嘉義市,2009,4,嘉義,23.46,spring
彰化縣,2009,4,彰化,22.61,spring
雲林縣,2009,4,臺西,22.7,spring
臺東縣,2009,4,臺東,23.39,spring
臺南市,2009,4,臺南,23.92,spring
高雄市,2009,4,鳳山,24.9,spring
屏東縣,2009,4,潮州,24.79,spring
彰化縣,2009,4,線西,23.21,spring
高雄市,2009,4,橋頭,25.11,spring
苗栗縣,2009,4,頭份,21.13,spring
桃園市,2009,4,龍潭,19.64,spring
臺中市,2009,4,豐原,22.08,spring
臺東縣,2009,4,關山,21.42,spring
桃園市,2009,4,觀音,20.88,spring
彰化縣,2009,5,二林,26.08,spring
新北市,2009,5,三重,26.77,spring
苗栗縣,2009,5,三義,23.01,spring
新北市,2009,5,土城,25.44,spring
臺北市,2009,5,士林,25.35,spring
臺中市,2009,5,大里,27.17,spring
桃園市,2009,5,大園,25.2,spring
高雄市,2009,5,大寮,27.07,spring
高雄市,2009,5,小港,28.26,spring
臺北市,2009,5,中山,25.13,spring
桃園市,2009,5,中壢,24.75,spring
高雄市,2009,5,仁武,27.68,spring
雲林縣,2009,5,斗六,26.71,spring
宜蘭縣,2009,5,冬山,24.96,spring
臺北市,2009,5,古亭,25.67,spring
高雄市,2009,5,左營,27.43,spring
桃園市,2009,5,平鎮,25.11,spring
新北市,2009,5,永和,25.7,spring
臺南市,2009,5,安南,27.34,spring
嘉義縣,2009,5,朴子,26.4,spring
新北市,2009,5,汐止,24.65,spring
南投縣,2009,5,竹山,25.52,spring
新竹縣,2009,5,竹東,25.25,spring
臺中市,2009,5,西屯,25.65,spring
臺中市,2009,5,沙鹿,26.15,spring
宜蘭縣,2009,5,宜蘭,25.08,spring
臺中市,2009,5,忠明,25.9,spring
新北市,2009,5,林口,24.05,spring
高雄市,2009,5,林園,27.43,spring
新北市,2009,5,板橋,25.75,spring
臺北市,2009,5,松山,25.2,spring
花蓮縣,2009,5,花蓮,25.21,spring
高雄市,2009,5,前金,27.94,spring
高雄市,2009,5,前鎮,28.09,spring
南投縣,2009,5,南投,26.16,spring
屏東縣,2009,5,屏東,27.55,spring
屏東縣,2009,5,恆春,27.78,spring
高雄市,2009,5,美濃,27.72,spring
苗栗縣,2009,5,苗栗,25.67,spring
南投縣,2009,5,埔里,24.73,spring
桃園市,2009,5,桃園,25.34,spring
基隆市,2009,5,基隆,24.35,spring
雲林縣,2009,5,崙背,25.3,spring
高雄市,2009,5,復興,28.2,spring
新竹縣,2009,5,湖口,25.05,spring
臺南市,2009,5,善化,26.12,spring
新北市,2009,5,菜寮,25.95,spring
臺北市,2009,5,陽明,18.78,spring
新竹市,2009,5,新竹,26.07,spring
新北市,2009,5,新店,24.91,spring
新北市,2009,5,新莊,25.15,spring
嘉義縣,2009,5,新港,25.87,spring
臺南市,2009,5,新營,27.06,spring
高雄市,2009,5,楠梓,27.61,spring
新北市,2009,5,萬里,23.26,spring
臺北市,2009,5,萬華,25.42,spring
嘉義市,2009,5,嘉義,26.81,spring
彰化縣,2009,5,彰化,26.48,spring
雲林縣,2009,5,臺西,26.19,spring
臺東縣,2009,5,臺東,26.28,spring
臺南市,2009,5,臺南,27.28,spring
高雄市,2009,5,鳳山,27.65,spring
屏東縣,2009,5,潮州,26.92,spring
彰化縣,2009,5,線西,26.55,spring
高雄市,2009,5,橋頭,27.95,spring
苗栗縣,2009,5,頭份,25,spring
桃園市,2009,5,龍潭,23.86,spring
臺中市,2009,5,豐原,25.95,spring
臺東縣,2009,5,關山,25,spring
桃園市,2009,5,觀音,25.21,spring
彰化縣,2009,6,二林,28.42,summer
新北市,2009,6,三重,29.04,summer
苗栗縣,2009,6,三義,25.48,summer
新北市,2009,6,土城,28.4,summer
臺北市,2009,6,士林,28.33,summer
臺中市,2009,6,大里,29.28,summer
桃園市,2009,6,大園,28.53,summer
高雄市,2009,6,大寮,28.45,summer
高雄市,2009,6,小港,29.61,summer
臺北市,2009,6,中山,28.33,summer
桃園市,2009,6,中壢,27.52,summer
高雄市,2009,6,仁武,29.2,summer
雲林縣,2009,6,斗六,28.86,summer
宜蘭縣,2009,6,冬山,27.55,summer
臺北市,2009,6,古亭,28.48,summer
高雄市,2009,6,左營,28.93,summer
桃園市,2009,6,平鎮,27.95,summer
新北市,2009,6,永和,28.63,summer
臺南市,2009,6,安南,29.05,summer
嘉義縣,2009,6,朴子,28.35,summer
新北市,2009,6,汐止,27.75,summer
南投縣,2009,6,竹山,27.21,summer
新竹縣,2009,6,竹東,27.61,summer
臺中市,2009,6,西屯,27.65,summer
臺中市,2009,6,沙鹿,27.48,summer
宜蘭縣,2009,6,宜蘭,28.09,summer
臺中市,2009,6,忠明,27.9,summer
新北市,2009,6,林口,26.99,summer
高雄市,2009,6,林園,28.82,summer
新北市,2009,6,板橋,28.53,summer
臺北市,2009,6,松山,28.21,summer
花蓮縣,2009,6,花蓮,28.01,summer
高雄市,2009,6,前金,29.36,summer
高雄市,2009,6,前鎮,29.37,summer
南投縣,2009,6,南投,28.13,summer
屏東縣,2009,6,屏東,28.81,summer
屏東縣,2009,6,恆春,28.66,summer
高雄市,2009,6,美濃,28.81,summer
苗栗縣,2009,6,苗栗,28.64,summer
南投縣,2009,6,埔里,26.27,summer
桃園市,2009,6,桃園,28.51,summer
基隆市,2009,6,基隆,27.5,summer
雲林縣,2009,6,崙背,27.51,summer
高雄市,2009,6,復興,28.48,summer
新竹縣,2009,6,湖口,27.56,summer
臺南市,2009,6,善化,27.67,summer
新北市,2009,6,菜寮,28.83,summer
臺北市,2009,6,陽明,21.47,summer
新竹市,2009,6,新竹,28.7,summer
新北市,2009,6,新店,27.73,summer
新北市,2009,6,新莊,27.97,summer
嘉義縣,2009,6,新港,28.07,summer
臺南市,2009,6,新營,28.66,summer
高雄市,2009,6,楠梓,29.16,summer
新北市,2009,6,萬里,26.47,summer
臺北市,2009,6,萬華,29.1,summer
嘉義市,2009,6,嘉義,28.47,summer
彰化縣,2009,6,彰化,28.99,summer
雲林縣,2009,6,臺西,28.3,summer
臺東縣,2009,6,臺東,28.82,summer
臺南市,2009,6,臺南,28.65,summer
高雄市,2009,6,鳳山,28.9,summer
屏東縣,2009,6,潮州,28.42,summer
彰化縣,2009,6,線西,28.7,summer
高雄市,2009,6,橋頭,28.73,summer
苗栗縣,2009,6,頭份,27.85,summer
桃園市,2009,6,龍潭,26.56,summer
臺中市,2009,6,豐原,27.96,summer
臺東縣,2009,6,關山,27.6,summer
桃園市,2009,6,觀音,28.09,summer
彰化縣,2009,7,二林,29.88,summer
新北市,2009,7,三重,30.92,summer
苗栗縣,2009,7,三義,26.69,summer
新北市,2009,7,土城,30.33,summer
臺北市,2009,7,士林,30.08,summer
臺中市,2009,7,大里,30.63,summer
桃園市,2009,7,大園,30.41,summer
高雄市,2009,7,大寮,29.28,summer
高雄市,2009,7,小港,30.35,summer
臺北市,2009,7,中山,30.86,summer
桃園市,2009,7,中壢,29.39,summer
高雄市,2009,7,仁武,29.93,summer
雲林縣,2009,7,斗六,30.15,summer
宜蘭縣,2009,7,冬山,29.51,summer
臺北市,2009,7,古亭,30.44,summer
高雄市,2009,7,左營,29.54,summer
桃園市,2009,7,平鎮,29.79,summer
新北市,2009,7,永和,30.52,summer
臺南市,2009,7,安南,30.15,summer
嘉義縣,2009,7,朴子,29.49,summer
新北市,2009,7,汐止,29.72,summer
南投縣,2009,7,竹山,28.14,summer
新竹縣,2009,7,竹東,29.32,summer
臺中市,2009,7,西屯,28.94,summer
臺中市,2009,7,沙鹿,28.8,summer
宜蘭縣,2009,7,宜蘭,30.26,summer
臺中市,2009,7,忠明,29.19,summer
新北市,2009,7,林口,28.88,summer
高雄市,2009,7,林園,29.79,summer
新北市,2009,7,板橋,30.48,summer
臺北市,2009,7,松山,30.13,summer
花蓮縣,2009,7,花蓮,29.32,summer
高雄市,2009,7,前金,30.07,summer
高雄市,2009,7,前鎮,30.13,summer
南投縣,2009,7,南投,29.17,summer
屏東縣,2009,7,屏東,29.66,summer
屏東縣,2009,7,恆春,28.6,summer
高雄市,2009,7,美濃,29.98,summer
苗栗縣,2009,7,苗栗,30.3,summer
南投縣,2009,7,埔里,27.63,summer
桃園市,2009,7,桃園,30.37,summer
基隆市,2009,7,基隆,27.58,summer
雲林縣,2009,7,崙背,28.84,summer
高雄市,2009,7,復興,29.53,summer
新竹縣,2009,7,湖口,29.4,summer
臺南市,2009,7,善化,28.89,summer
新北市,2009,7,菜寮,30.7,summer
臺北市,2009,7,陽明,22.63,summer
新竹市,2009,7,新竹,30.36,summer
新北市,2009,7,新店,29.73,summer
新北市,2009,7,新莊,29.98,summer
嘉義縣,2009,7,新港,29.3,summer
臺南市,2009,7,新營,29.79,summer
高雄市,2009,7,楠梓,29.96,summer
新北市,2009,7,萬里,28.46,summer
臺北市,2009,7,萬華,30.29,summer
嘉義市,2009,7,嘉義,29.68,summer
彰化縣,2009,7,彰化,30.38,summer
雲林縣,2009,7,臺西,29.26,summer
臺東縣,2009,7,臺東,29.38,summer
臺南市,2009,7,臺南,29.59,summer
高雄市,2009,7,鳳山,29.55,summer
屏東縣,2009,7,潮州,29.25,summer
彰化縣,2009,7,線西,30.04,summer
高雄市,2009,7,橋頭,29.37,summer
苗栗縣,2009,7,頭份,29.46,summer
桃園市,2009,7,龍潭,28.35,summer
臺中市,2009,7,豐原,29.22,summer
臺東縣,2009,7,關山,28.6,summer
桃園市,2009,7,觀音,29.87,summer
彰化縣,2009,8,二林,29.71,summer
新北市,2009,8,三重,30.74,summer
苗栗縣,2009,8,三義,26.35,summer
新北市,2009,8,土城,30.15,summer
臺北市,2009,8,士林,29.79,summer
臺中市,2009,8,大里,30.29,summer
桃園市,2009,8,大園,30.26,summer
高雄市,2009,8,大寮,29.13,summer
高雄市,2009,8,小港,30.04,summer
臺北市,2009,8,中山,30.7,summer
桃園市,2009,8,中壢,29.2,summer
高雄市,2009,8,仁武,29.87,summer
雲林縣,2009,8,斗六,29.7,summer
宜蘭縣,2009,8,冬山,29.41,summer
臺北市,2009,8,古亭,30.24,summer
高雄市,2009,8,左營,29.57,summer
桃園市,2009,8,平鎮,29.63,summer
新北市,2009,8,永和,30.4,summer
臺南市,2009,8,安南,29.9,summer
嘉義縣,2009,8,朴子,29.34,summer
新北市,2009,8,汐止,29.52,summer
南投縣,2009,8,竹山,27.82,summer
新竹縣,2009,8,竹東,28.94,summer
臺中市,2009,8,西屯,28.8,summer
臺中市,2009,8,沙鹿,28.6,summer
宜蘭縣,2009,8,宜蘭,29.91,summer
臺中市,2009,8,忠明,28.81,summer
新北市,2009,8,林口,28.6,summer
高雄市,2009,8,林園,29.71,summer
新北市,2009,8,板橋,30.14,summer
臺北市,2009,8,松山,29.9,summer
花蓮縣,2009,8,花蓮,29.5,summer
高雄市,2009,8,前金,29.52,summer
高雄市,2009,8,前鎮,30.19,summer
南投縣,2009,8,南投,28.84,summer
屏東縣,2009,8,屏東,29.19,summer
屏東縣,2009,8,恆春,28.64,summer
高雄市,2009,8,美濃,29.4,summer
苗栗縣,2009,8,苗栗,29.75,summer
南投縣,2009,8,埔里,27.34,summer
桃園市,2009,8,桃園,30.28,summer
基隆市,2009,8,基隆,28.92,summer
雲林縣,2009,8,崙背,29.08,summer
高雄市,2009,8,復興,29.58,summer
新竹縣,2009,8,湖口,29.46,summer
臺南市,2009,8,善化,28.86,summer
新北市,2009,8,菜寮,30.4,summer
臺北市,2009,8,陽明,22.81,summer
新竹市,2009,8,新竹,30.17,summer
新北市,2009,8,新店,29.5,summer
新北市,2009,8,新莊,29.6,summer
嘉義縣,2009,8,新港,29.04,summer
臺南市,2009,8,新營,29.67,summer
高雄市,2009,8,楠梓,29.69,summer
新北市,2009,8,萬里,28.3,summer
臺北市,2009,8,萬華,30.01,summer
嘉義市,2009,8,嘉義,29.15,summer
彰化縣,2009,8,彰化,29.97,summer
雲林縣,2009,8,臺西,29.34,summer
臺東縣,2009,8,臺東,29.79,summer
臺南市,2009,8,臺南,29.81,summer
高雄市,2009,8,鳳山,29.29,summer
屏東縣,2009,8,潮州,29.54,summer
彰化縣,2009,8,線西,30.04,summer
高雄市,2009,8,橋頭,29.4,summer
苗栗縣,2009,8,頭份,29.38,summer
桃園市,2009,8,龍潭,28.08,summer
臺中市,2009,8,豐原,28.93,summer
臺東縣,2009,8,關山,29,summer
桃園市,2009,8,觀音,29.8,summer
彰化縣,2009,9,二林,29.65,autumn
新北市,2009,9,三重,29.85,autumn
苗栗縣,2009,9,三義,26.47,autumn
新北市,2009,9,土城,29.89,autumn
臺北市,2009,9,士林,29.09,autumn
臺中市,2009,9,大里,30.87,autumn
桃園市,2009,9,大園,29.65,autumn
高雄市,2009,9,大寮,29.32,autumn
高雄市,2009,9,小港,29.69,autumn
臺北市,2009,9,中山,29.62,autumn
桃園市,2009,9,中壢,28.77,autumn
高雄市,2009,9,仁武,30.04,autumn
雲林縣,2009,9,斗六,29.91,autumn
宜蘭縣,2009,9,冬山,27.67,autumn
臺北市,2009,9,古亭,29.5,autumn
高雄市,2009,9,左營,29.77,autumn
桃園市,2009,9,平鎮,29.24,autumn
新北市,2009,9,永和,29.62,autumn
臺南市,2009,9,安南,29.75,autumn
嘉義縣,2009,9,朴子,29.75,autumn
新北市,2009,9,汐止,28.44,autumn
南投縣,2009,9,竹山,28.1,autumn
新竹縣,2009,9,竹東,29.3,autumn
臺中市,2009,9,西屯,29.19,autumn
臺中市,2009,9,沙鹿,28.86,autumn
宜蘭縣,2009,9,宜蘭,27.98,autumn
臺中市,2009,9,忠明,30.11,autumn
新北市,2009,9,林口,27.82,autumn
高雄市,2009,9,林園,29.68,autumn
新北市,2009,9,板橋,29.45,autumn
臺北市,2009,9,松山,29.04,autumn
花蓮縣,2009,9,花蓮,28.38,autumn
高雄市,2009,9,前金,29.44,autumn
高雄市,2009,9,前鎮,30.43,autumn
南投縣,2009,9,南投,29.22,autumn
屏東縣,2009,9,屏東,29.41,autumn
屏東縣,2009,9,恆春,28.25,autumn
高雄市,2009,9,美濃,29.24,autumn
苗栗縣,2009,9,苗栗,29.87,autumn
南投縣,2009,9,埔里,27.81,autumn
桃園市,2009,9,桃園,29.47,autumn
基隆市,2009,9,基隆,28.64,autumn
雲林縣,2009,9,崙背,29.18,autumn
高雄市,2009,9,復興,29.76,autumn
新竹縣,2009,9,湖口,29.71,autumn
臺南市,2009,9,善化,29.18,autumn
新北市,2009,9,菜寮,29.57,autumn
臺北市,2009,9,陽明,21.4,autumn
新竹市,2009,9,新竹,30.43,autumn
新北市,2009,9,新店,28.91,autumn
新北市,2009,9,新莊,28.93,autumn
嘉義縣,2009,9,新港,29.34,autumn
臺南市,2009,9,新營,29.97,autumn
高雄市,2009,9,楠梓,29.18,autumn
新北市,2009,9,萬里,27.84,autumn
臺北市,2009,9,萬華,29.17,autumn
嘉義市,2009,9,嘉義,29.57,autumn
彰化縣,2009,9,彰化,30.37,autumn
雲林縣,2009,9,臺西,29.38,autumn
臺東縣,2009,9,臺東,29.31,autumn
臺南市,2009,9,臺南,30.02,autumn
高雄市,2009,9,鳳山,29.62,autumn
屏東縣,2009,9,潮州,28.63,autumn
彰化縣,2009,9,線西,30.16,autumn
高雄市,2009,9,橋頭,29.56,autumn
苗栗縣,2009,9,頭份,29.38,autumn
桃園市,2009,9,龍潭,27.85,autumn
臺中市,2009,9,豐原,29.68,autumn
臺東縣,2009,9,關山,27.67,autumn
桃園市,2009,9,觀音,29.23,autumn
彰化縣,2009,10,二林,25.48,autumn
新北市,2009,10,三重,25.2,autumn
苗栗縣,2009,10,三義,21.98,autumn
新北市,2009,10,土城,24.86,autumn
臺北市,2009,10,士林,24.91,autumn
臺中市,2009,10,大里,26.93,autumn
桃園市,2009,10,大園,24.9,autumn
高雄市,2009,10,大寮,26.86,autumn
高雄市,2009,10,小港,27.11,autumn
臺北市,2009,10,中山,25.04,autumn
桃園市,2009,10,中壢,23.7,autumn
高雄市,2009,10,仁武,27.21,autumn
雲林縣,2009,10,斗六,26.22,autumn
宜蘭縣,2009,10,冬山,23.72,autumn
臺北市,2009,10,古亭,24.72,autumn
高雄市,2009,10,左營,26.7,autumn
桃園市,2009,10,平鎮,24.05,autumn
新北市,2009,10,永和,24.54,autumn
臺南市,2009,10,安南,25.87,autumn
嘉義縣,2009,10,朴子,26.05,autumn
新北市,2009,10,汐止,24.01,autumn
南投縣,2009,10,竹山,24.94,autumn
新竹縣,2009,10,竹東,24.53,autumn
臺中市,2009,10,西屯,25.13,autumn
臺中市,2009,10,沙鹿,24.98,autumn
